Gene_ID,GeneName,GSM744800,GSM744801,GSM744802,GSM744803,GSM744804,GSM744805,GSM744806,GSM744807,GSM744808,GSM744809,GSM744810,GSM744811
255150_at,AT4G08160,83.0736,88.3751,61.603,92.5167,79.9981,53.8134,55.6321,93.0686,68.4406,56.9287,64.7958,36.5576
255151_at,AT4G08180,183.048,181.703,224.979,189.576,254.94,239.839,259.544,254.323,221.949,216.157,248.562,256.59
255152_at,AT4G08190,0.906836,0.349084,0.789295,7.25899,0.576971,0.795755,0.783391,0.794385,0.324607,8.5029,0.308199,5.69555
255153_at,AT4G08210,19.5279,33.2943,6.29209,18.7301,14.738,30.2089,24.0896,8.34926,13.1136,26.6291,21.0875,29.9577
255154_at,,192.535,183.87,215.499,185.113,148.817,192.437,185.602,210.587,200.189,181.88,243.49,189.048
255155_at,AT4G08230,46.7526,92.7554,50.1298,104.442,68.1116,59.348,40.6988,54.2627,47.2746,49.4245,62.6124,53.5214
255156_at,,0.624809,1.57638,0.366928,0.906923,0.694282,2.13863,0.353484,0.222227,0.62284,0.622368,7.73597,0.129675
255157_at,,0.854414,20.495,3.3609,17.9352,4.69577,5.08475,3.09431,1.19318,17.5518,12.347,0.846601,4.52663
255158_s_at,,0.626507,2.44756,0.80825,1.28122,0.994808,0.827403,1.02702,0.443962,0.519348,0.740007,4.24414,0.29547
255159_at,,19.7736,10.2666,19.2192,21.0453,8.8266,10.7223,16.1033,1.34046,19.4717,13.0129,12.8171,16.3329
255160_at,AT4G07820,571.467,379.524,404.826,283.016,287.943,162.542,190.881,172.395,211.693,150.599,238.639,230.516
255161_at,,3.29474,0.548694,3.54905,8.71542,2.00094,5.47983,8.10275,6.08515,4.72886,1.34939,0.468277,1.82969
255162_at,,4.42133,8.05123,3.56921,2.72336,9.05995,2.96054,0.447699,9.72347,1.58198,4.75535,6.9432,11.6685
255163_at,,1.06087,2.16501,0.314104,19.9124,1.94121,4.61299,2.48021,1.26017,1.36934,13.3351,6.61465,4.22132
255164_at,,4.43419,2.65608,13.7714,20.1582,13.0885,8.76936,12.333,11.4869,2.33489,23.2566,12.8723,25.7339
255165_at,,2.10263,6.93977,12.23,10.5625,3.23695,0.846783,0.757091,2.14418,0.790979,0.631844,0.485445,2.22428
255166_at,,0.997232,1.27377,2.50294,1.87545,2.11258,9.95265,2.81558,2.54013,4.39352,1.28044,1.32154,1.45556
255167_at,,41.6867,21.3208,33.7244,14.2077,20.4867,9.62424,18.7598,27.1485,16.4206,30.7641,16.2403,19.676
255168_at,,3.52322,1.95501,2.5438,3.934,0.921773,0.632581,1.23306,13.4353,0.855723,3.68738,8.78174,1.83576
255169_x_at,AT4G07940,8.56563,11.2502,3.56381,8.4164,8.91595,5.36116,0.760192,2.82618,2.68867,1.04313,10.9318,3.93142
255170_at,,0.933384,1.44505,0.587376,12.2237,9.26088,0.668417,6.76912,1.38499,3.49521,16.6536,2.94947,17.7605
255171_at,AT4G07990,130.198,133.835,151.361,130.015,156.299,172.061,154.321,149.674,148.343,125.804,144.245,189.567
255172_x_at,,2.06837,13.3808,6.74282,21.6005,11.2596,2.40502,10.5715,7.98665,17.7019,13.2933,13.9802,2.72457
255173_at,,1.7126,2.05736,13.7301,11.5845,4.8641,16.8259,10.6006,2.83295,1.70878,25.4933,9.52856,25.6775
255174_at,,12.9272,0.434697,0.345472,0.893313,0.385452,0.82415,0.883283,1.02836,0.328775,1.03492,0.297057,0.747254
255175_at,AT4G07960,68.1258,59.6395,28.0499,23.6775,45.6101,29.4275,29.7772,29.5797,40.7491,40.9437,43.0185,49.4353
255176_s_at,AT1G01210 /// AT4G07950,894.774,870.11,876.131,1305.21,1041.83,1014.57,868.649,871.268,858.126,846.692,916.621,922.956
255177_at,AT4G08040,49.3184,52.1282,19.6434,57.8143,7.39191,5.03671,2.03683,1.55428,8.50659,9.03677,11.2107,2.25888
255178_at,,0.458906,4.93532,0.457411,1.32809,6.42806,0.661452,0.377119,0.845745,1.00012,0.502621,0.458444,0.572413
255179_at,,2.30578,2.49181,1.52385,3.00857,2.8948,1.9063,1.72684,11.6787,2.44393,1.68579,7.85114,2.19827
255180_at,,0.38297,0.112155,0.195963,5.98863,0.595821,1.00281,0.630737,0.495876,0.114277,0.108408,1.52723,0.600739
255181_at,,52.5114,45.1578,53.0816,38.0276,32.3268,42.9882,50.2509,41.8875,50.3263,41.7689,36.6103,46.3205
255182_at,,0.548287,1.94888,1.13924,2.36758,20.3833,3.63256,1.8743,8.87995,1.04077,1.64219,0.90658,2.70746
255183_at,AT4G08140,2.5063,4.27531,9.25372,35.3083,15.6291,19.6098,13.156,2.59959,17.0783,15.3633,17.598,6.23978
255184_at,,1.77766,17.8532,5.54145,8.38787,2.08594,10.1942,2.18047,1.76904,11.7906,11.2518,1.8908,0.42473
255185_at,AT4G07740,11.9305,1.90058,4.95083,6.17092,13.9315,5.46755,6.26953,10.3311,13.8556,2.40567,2.47041,2.1994
255186_at,,12.587,14.2588,20.3887,20.0373,4.44031,11.6372,16.1942,1.75124,6.50406,31.6212,12.2113,1.00254
255187_s_at,,0.599734,0.605098,0.631013,11.8804,0.391284,1.91043,0.585616,0.704414,0.261271,0.752072,1.09868,0.452489
255188_at,,8.57687,4.03297,1.30679,0.462274,1.62834,0.879713,0.24691,3.53802,3.81684,14.2937,1.3441,0.729808
255189_at,AT4G07350,1.80435,0.512909,0.675707,12.0349,10.4799,1.8269,2.45591,0.644621,2.0759,1.37181,0.580585,0.574857
255190_x_at,,2.61949,18.9078,22.6019,13.021,19.7863,14.7923,24.6042,5.12844,4.43657,14.7906,12.145,22.2674
255191_at,,0.997725,6.18346,8.33338,1.81706,1.43346,5.14384,0.970674,8.87615,1.96226,7.07131,0.979311,0.894464
255192_at,AT4G07380,13.8353,18.2417,0.978968,5.82889,15.6263,17.0301,6.32098,1.51081,8.37171,9.40328,1.47419,3.10405
255193_at,AT4G07400,30.9698,18.7492,11.9501,26.664,21.2829,11.8155,20.2485,20.2036,20.6248,12.8522,22.3172,28.3559
255194_at,AT4G07410,193.355,219.138,216.247,188.857,186.972,212.196,232.947,223.531,205.804,213.162,213.84,200.713
255195_at,,1.19305,1.69721,5.70183,0.613241,1.01658,0.620747,10.8955,0.45472,0.810497,1.2292,0.908589,1.71187
255196_x_at,,16.1593,15.3276,10.9475,13.303,6.76267,11.3329,13.9917,10.3849,12.7483,14.4415,26.7729,21.8195
255197_x_at,,30.9024,28.0151,6.99709,43.0728,22.4432,5.13233,20.2234,32.0552,22.8234,50.302,28.5559,44.6018
255198_at,,0.73457,7.91721,0.45377,1.10553,0.3716,9.24364,0.782931,0.941358,0.232092,0.380587,0.599007,1.44917
255199_at,AT4G07390,567.384,529.244,545.361,521.966,445.328,507.887,483.016,540.404,518.473,566.625,521.77,504.703
255200_at,,2.21906,1.63792,1.31972,8.43421,1.20543,1.70936,0.531337,0.477913,0.506933,7.90247,0.675032,0.701602
255201_at,,0.648638,1.39217,0.375813,0.755828,0.350315,0.196577,4.21928,0.384755,0.260308,0.0742327,0.0773525,3.51432
255202_at,,7.72099,1.30099,12.8386,5.14167,13.932,2.533,0.752962,5.51171,9.71203,2.54584,5.17172,11.9306
255203_at,,2.94215,6.22844,6.11093,0.772123,1.08219,0.916492,1.05603,1.79133,4.95079,14.1028,6.95835,2.12046
255204_at,,4.20481,1.37452,14.5934,0.75049,2.63163,1.50228,1.23829,11.6488,4.487,0.933431,0.784306,0.73007
255205_at,,9.03048,5.98893,10.2572,7.27178,11.6749,3.23232,2.16908,7.86191,0.852765,20.0488,9.5129,19.3032
255206_at,,1.29057,1.10629,4.75829,9.01419,11.1858,0.48463,10.2965,1.87005,0.402258,6.78457,6.05422,1.09091
255207_at,AT4G07515,2.10813,1.25646,0.552299,0.990624,0.89043,12.1959,0.682131,11.5796,4.23473,3.04786,5.59467,0.984187
255208_at,,16.9875,4.10521,1.60566,7.09497,16.2626,0.764788,0.733155,16.822,6.00581,19.3974,0.94825,1.31956
255209_at,,15.4483,2.17848,15.9735,11.7716,15.7793,4.30768,6.83297,1.4058,12.2072,3.04942,8.85216,5.1282
255210_at,,12.2421,5.0422,2.23135,10.0597,10.9108,2.75432,14.0652,2.08734,0.712446,4.39037,5.32273,1.37653
255211_at,,0.988399,3.93175,5.92628,4.30338,3.17893,1.1307,0.171702,0.308143,0.200081,1.43807,0.838368,0.28564
255212_at,,0.578973,0.728449,1.97536,1.07077,1.08928,0.788813,0.477078,6.96522,0.290432,7.17873,1.08829,0.481519
255213_at,,0.951282,6.45059,0.379544,1.30185,0.318583,0.129457,0.851869,0.596741,0.200132,6.22369,0.0594982,0.831074
255214_at,,1.03711,1.08768,4.60815,2.79458,1.98449,2.24753,2.06609,0.767855,1.54658,0.607069,0.669086,1.01814
255215_at,,1.96945,1.20922,1.62251,0.462596,0.629675,0.383672,0.611371,2.17614,4.30129,1.69548,0.683951,1.32593
255216_s_at,AT4G07670 /// AT5G19740,65.4692,67.7402,46.7592,37.7704,43.5741,41.8655,53.3699,27.6394,53.1278,48.9017,57.7227,41.8479
255217_s_at,,37.1562,10.9224,9.82263,18.8659,23.0474,7.67213,7.31707,8.84802,8.71199,13.8764,18.7079,10.7589
255218_at,,3.50641,0.609073,0.173665,0.757991,0.866042,0.18363,0.644518,0.347105,0.214484,0.620085,0.147764,0.318477
255219_at,AT4G07720,5.13991,2.23888,13.3083,6.54664,2.7458,14.8086,8.37382,20.9752,2.61456,2.63322,3.19131,9.06931
255220_at,AT4G05320,4173.07,5075.99,4243.33,4351.36,5048.22,4225.09,5014.82,4531.83,4457.11,3963.84,4819.03,4403.99
255221_at,AT4G05150,1449.69,1564.13,977.375,915.609,1306.08,1260.89,1431.99,1485.66,1445.26,1207.56,1171.36,1426.34
255222_at,AT4G05340,1.59583,0.70823,1.37489,1.22595,1.44172,0.436321,0.7579,0.509737,0.35013,0.820868,1.62843,7.57231
255223_at,AT4G05370,7.77221,6.50452,13.7778,13.3966,10.5337,10.7964,6.39904,13.1956,4.8677,20.0926,5.14253,8.52717
255224_at,AT4G05400,405.826,405.094,418.774,478.128,466.386,432.426,352.908,341.897,332.751,390.146,373.158,438.806
255225_at,AT4G05410,378.36,295.859,394.824,454.253,354.927,391.991,360.519,249.842,341.991,391.371,352.894,407.456
255226_at,AT4G05420,257.459,283.58,329.067,274.414,301.118,338.662,313.799,331.044,315.214,309.766,349.745,313.087
255227_at,AT4G05440,118.753,121.621,157.898,184.116,105.069,202.755,178.056,160.171,134.247,171.48,172.189,169.997
255228_at,AT4G05470,10.494,2.22512,1.79668,14.4757,18.7824,14.1938,6.62675,8.32407,3.14833,21.7795,10.3601,5.60664
255229_at,AT4G05490,0.903415,2.39393,2.66378,1.60123,5.94958,1.25858,1.03069,8.00871,2.49419,13.2149,2.01083,4.04608
255230_at,AT4G05390,803.955,588.719,826.773,1008.19,952.638,982.531,904.617,801.594,840.509,1030.51,947.663,797.418
255231_at,AT4G05460,178.832,202.482,194.89,189.451,133.124,206.784,265.399,220.793,217.204,217.445,218.08,234.44
255232_at,AT4G05330,96.1329,90.3509,65.3076,105.45,104.215,64.6482,66.1556,60.4311,81.2278,81.8789,76.7505,81.4442
255233_at,AT4G05450,195.819,190.421,199.749,242.681,180.187,228.031,244.348,193.48,209.645,216.899,223.268,247.112
255234_at,AT4G05500,14.0069,20.8539,20.8465,9.57874,10.5209,7.19251,13.1189,21.034,13.2386,8.05605,16.1213,4.10065
255235_at,,3.28159,3.34491,9.84518,0.965772,3.5562,1.7378,5.40061,5.99329,8.63752,15.9507,3.10279,2.4412
255236_at,AT4G05520,288.459,184.155,158.709,172.658,246.654,175.243,159.712,185.012,213.562,232.311,221.909,143.891
255237_at,,13.9539,16.8109,12.2344,11.2906,8.50832,5.50433,17.3555,2.66306,6.21612,4.00139,10.7954,18.3524
255238_at,,4.8906,9.98295,7.81277,4.28538,3.92662,4.58125,10.9808,1.41943,6.06353,11.8302,10.4665,7.07439
255239_at,,1.12602,1.27054,1.15505,10.5992,5.70093,16.3793,4.71728,7.35068,1.66147,10.5315,9.00848,17.7437
255240_at,AT4G05530,593.811,653.962,646.047,529.331,671.798,671.894,633.812,615.485,697.634,620.251,653.62,718.104
255241_at,,1.47134,10.0506,5.98874,2.9591,3.68362,5.46298,0.381221,3.27521,10.2314,2.43789,0.937947,1.07584
255242_at,,4.79488,17.0775,1.45361,1.50372,6.96655,1.56814,12.1496,2.5722,1.30928,1.21837,1.01078,0.585064
255243_at,AT4G05590,202.374,243.511,261.725,235.548,229.359,260.697,269.937,280.326,288.519,248.919,313.892,376.165
255244_at,AT4G05620,13.8908,18.2703,16.903,20.5151,19.2543,7.83361,19.2858,17.1459,17.5334,11.2393,5.69891,26.5234
255245_at,AT4G05630,3.36005,12.6078,10.1287,20.9516,6.92667,8.86369,3.82376,20.2866,15.7803,5.4683,0.607609,8.0815
255246_at,,17.418,14.3172,3.62687,23.6045,8.22792,2.55637,9.31616,0.811772,1.04834,0.694835,1.12072,14.6434
255247_at,,2.72422,0.557185,0.68132,1.75021,6.44157,3.48607,1.42437,3.1631,5.23812,3.74494,4.1012,7.57959
255248_at,AT4G05180,107.506,136.076,56.1735,83.9123,68.9274,52.1119,126.316,127.109,166.181,135.341,131.377,178.602
255249_at,AT4G05090,98.692,86.6675,79.9894,61.3385,63.206,81.0791,75.3428,78.9478,71.6121,67.7421,73.8316,78.339
255250_at,AT4G05100,41.8205,69.1004,90.8024,101.71,43.7456,59.1115,57.3549,57.2465,92.8852,48.9788,59.189,33.0969
255251_at,AT4G04980,1.03386,6.65436,2.73614,2.46767,5.2773,0.483383,8.7203,0.704615,1.57626,1.4603,0.612377,0.615856
255252_at,AT4G04990,160.872,112.564,93.047,60.3225,128.837,90.589,99.3835,98.8659,143.8,92.9629,76.0277,121.517
255253_at,AT4G05000,259.55,260.232,238.268,262.678,278.9,236.785,228.559,247.776,250.212,279.441,237.303,234.717
255254_at,AT4G05030,24.9985,2.92282,1.63577,1.16454,7.78053,0.986108,1.14767,1.07832,2.20309,1.105,0.720264,3.27454
255255_at,AT4G05070,802.173,995.775,316.987,289.768,495.944,414.441,542.906,660.9,605.714,596.501,608.853,589.005
255256_at,AT4G05080,10.987,21.4002,0.807415,0.467089,1.55878,0.383285,6.5782,5.08055,0.840467,4.51115,3.40132,1.09869
255257_at,AT4G05050,4396.81,4059.95,3932.19,4126.77,4257.49,4061.07,3993.25,4168.22,4384.78,4305.13,4005.16,4257.38
255258_at,AT4G05060,177.761,196.72,199.771,132.559,134.695,177.628,218.472,234.032,189.094,176.767,220.065,201.032
255259_at,AT4G05020,1439.76,1109.73,2616.63,2610.23,2124.32,2609.81,2060.42,1879.48,1734.07,2035.66,2066.62,2081.01
255260_at,AT4G05040,63.1642,35.4996,38.9364,19.2681,37.0815,37.8219,28.0653,38.1374,43.0151,42.7136,45.7163,30.6566
255261_s_at,AT4G05110 /// AT4G05120,21.1019,21.4378,11.9238,25.2689,10.753,20.279,19.1157,1.65473,8.91349,1.73286,21.284,14.2802
255262_at,AT4G05140,1.81463,9.45669,1.04403,0.851804,10.8636,0.799372,2.73568,1.50672,13.8107,2.66445,0.599017,0.827829
255263_at,AT4G05160,1298.01,1033.46,1043.37,854.071,1281.87,1123.83,1064.22,1091.09,1342.63,1235.73,1245.88,1240.39
255264_at,AT4G05170,126.425,154.507,96.3243,95.1753,164.962,179.275,155.024,170.99,171.364,160.976,151.204,202.218
255265_at,AT4G05190,163.292,188.917,124.526,211.759,126.153,169.457,176.213,122.007,117.751,119.547,139.23,112.819
255266_at,AT4G05200,391.764,432.543,653.028,516.353,591.68,706.579,627.885,625.275,537.277,528.756,517.778,619.966
255267_at,AT4G05210,52.3291,39.5193,51.0325,33.5476,62.8828,47.7825,41.0139,36.3623,41.9056,43.3133,52.6533,35.012
255268_at,AT4G05230,1.7864,11.5708,14.5587,18.8258,11.7103,19.1265,26.4047,14.665,9.47635,12.3437,5.91348,26.4182
255269_at,AT4G05240,0.94511,7.55399,1.15872,0.598899,9.12541,0.891116,9.68589,5.03205,1.90967,7.18646,1.59059,1.25574
255270_at,AT4G05250,3.22705,2.64258,1.20677,31.1307,4.38147,2.65502,6.55596,19.6868,9.47243,6.63055,5.26782,2.74458
255271_at,AT4G05260,17.1566,21.4727,6.42198,16.0827,24.3462,19.9017,21.9141,22.7806,14.3423,18.5703,15.7423,8.48699
255272_at,AT4G05270,15.2821,11.789,3.68047,4.64801,1.20628,1.00537,6.96688,8.38319,7.3633,5.08736,7.36364,17.141
255273_at,,3.28672,15.9291,1.33875,0.597479,16.3073,0.808581,12.4904,1.72055,0.485891,1.59035,7.80165,1.73854
255274_at,,4.45154,0.748898,4.60561,10.4923,8.72509,1.13047,12.5735,12.893,9.89264,1.1306,1.95262,8.78216
255275_at,AT4G05310,18.0744,8.89687,10.4598,3.99692,25.3804,9.02425,22.6584,3.40936,7.26679,16.2753,10.4231,3.26211
255276_at,AT4G04930,12.7387,13.5121,12.8137,18.2177,19.1587,10.3744,13.7937,12.2862,19.9883,11.8464,13.1499,25.8142
255277_at,AT4G04890,38.7731,5.84093,37.9527,35.9612,39.7331,24.626,40.3104,12.9211,14.5021,6.62796,31.5907,18.4603
255278_at,AT4G04940,208.477,228.324,235.176,309.529,308.235,318.926,231.239,276.972,256.386,286.183,284.079,237.523
255279_at,AT4G04950,183.763,198.166,216.695,272.073,266.874,290.523,302.856,281.476,225.624,303.24,288.912,238.877
255280_at,AT4G04960,105.047,138.145,92.4385,98.8522,63.3618,84.5653,99.7588,92.7669,100.94,114.035,110.127,100.731
255281_at,AT4G04970,135.09,113.493,102.033,71.2356,87.9001,84.8693,117.473,125.279,145.314,74.9692,130.761,119.518
255282_at,,11.425,5.67917,5.78958,9.60707,7.10647,0.508522,11.506,0.669507,18.0412,3.25159,6.8077,4.65809
255283_at,AT4G04620,176.241,168.281,192.212,261.387,305.155,268.362,262.195,245.629,261.822,263.964,276.433,275.077
255284_at,AT4G04610,272.667,272.709,2387.73,2062.2,884.966,1017.85,1214.05,1076.79,1182.68,1004.99,987.248,837.591
255285_at,AT4G04630,20.6758,34.5452,20.2775,22.2768,11.2254,12.8728,21.271,26.6126,16.0989,8.53998,10.6343,17.0404
255286_at,AT4G04650,13.7584,3.6913,2.11542,4.17206,2.08558,1.9562,5.09278,3.37805,1.18346,4.40705,4.22819,3.95384
255287_at,AT4G04660,12.3762,3.89806,22.6273,21.6506,5.2602,24.5287,16.4927,10.9515,1.15722,13.5272,8.60085,0.90527
255288_at,AT4G04670,96.476,90.4369,74.7894,91.0361,98.32,94.2688,92.3093,85.8384,90.9556,88.3121,112.113,110.783
255289_at,AT4G04690,5.04682,4.60416,19.5901,24.4764,15.2299,5.73456,23.4355,2.07738,8.18079,7.13144,4.86007,2.85259
255290_at,AT4G04640,432.925,650.673,313.641,346.935,319.838,301.623,493.424,635.543,657.148,454.817,451.159,561.801
255291_at,AT4G04700,41.696,22.5248,42.052,30.6468,44.4441,27.7778,51.0297,38.0537,39.5965,22.5796,35.0354,24.7302
255292_s_at,AT4G04710 /// AT4G04720,284.527,238.227,268.88,223.475,209.001,238.903,226.26,235.097,235.117,232.024,239.679,243.681
255293_at,AT4G04730,4.53031,9.49151,7.72868,10.9564,1.1275,4.63269,8.22969,12.4262,0.993454,7.59429,9.15134,3.38735
255294_at,AT4G04750,47.544,68.2188,51.13,70.1594,81.3121,78.375,74.4981,62.4494,73.5072,57.9988,50.9456,62.704
255295_at,AT4G04760,23.5139,25.8168,26.9377,35.1409,52.8377,40.9647,24.3447,28.3733,30.14,23.803,31.232,32.6144
255296_at,AT4G04790,59.3869,40.4383,39.3885,64.496,53.278,72.3972,45.807,56.0471,45.5845,59.1733,54.3401,32.701
255297_x_at,,5.92723,2.63353,20.3855,2.6489,3.85057,1.08642,2.20713,2.78947,1.28539,1.97253,5.9783,1.25834
255298_at,AT4G04840,440.458,731.571,788.176,1292.2,803.233,775.589,213.53,303.197,294.452,169.254,63.2451,78.4764
255299_at,AT4G04880,76.8964,56.642,77.2006,86.1168,64.1588,97.3746,66.0836,68.6246,93.2018,89.6302,102.538,81.8219
255300_at,AT4G04870,280.62,373.175,450.47,452.654,401.837,425.791,416.676,398.527,385.939,437.196,448.6,459.87
255301_at,AT4G04800,282.439,214.49,363.06,221.857,305.423,289.455,357.072,353.969,291.973,291.732,336.336,309.012
255302_at,AT4G04830,2470.94,2620.23,4373.09,5603.8,3614.62,3551.89,4574.44,4697.41,4717.41,5097.09,4661.05,4427.12
255303_at,AT4G04860,285.552,327.202,285.768,271.099,241.944,328.235,358.563,325.419,322.093,265.698,313.153,284.43
255304_at,AT4G04850,117.719,91.0565,125.273,77.1462,91.6354,127.839,95.2665,108.818,176.425,136.634,108.307,107.723
255305_at,AT4G04770,565.005,455.842,482.578,462.593,506.566,413.6,464.133,565.682,643.767,559.185,552.518,526.789
255306_at,AT4G04740,34.8428,14.3991,34.8158,19.8715,34.2467,24.6627,30.597,10.1386,12.4806,29.1153,31.2311,25.5316
255307_at,AT4G04900,21.2034,21.8962,2.30256,3.94079,1.74146,1.95793,5.68198,5.32919,8.02649,17.6963,8.97998,4.42869
255308_at,AT4G04910,958.526,1068.83,1046.7,998.164,926.03,1187.85,1092.16,1027.72,1106.15,1106.46,1170.71,1167.19
255309_at,AT4G04920,198.389,131.354,181.373,140.466,142.996,166.031,186.158,191.475,227.135,138.236,214.651,152.45
255310_at,AT4G04955,283.221,324.049,184.336,150.865,190.825,156.881,200.48,274.356,311.536,224.506,277.708,306.993
255311_at,,9.37506,2.02227,6.18197,13.8684,1.14309,0.378376,9.74,13.016,7.25044,0.795964,3.93045,1.86923
255312_at,,0.335033,0.502574,2.65474,0.463019,3.81138,0.183535,0.620445,0.415362,5.5425,0.279203,2.49092,1.06659
255313_at,,2.63632,3.4695,2.07513,10.3412,5.67297,0.54343,2.39243,10.3329,1.07823,3.50934,12.7647,9.47687
255314_at,,5.98815,1.07326,1.03635,7.93201,1.77836,0.400964,0.712834,1.00914,0.631737,0.660774,0.894235,0.961675
255315_at,,10.1081,10.0545,0.871719,17.9321,18.1083,14.1136,2.55479,0.92943,0.79598,0.735189,1.21764,2.59276
255316_at,,5.08581,22.4656,11.6213,12.8133,13.7389,1.28722,4.48983,6.32853,6.7584,18.5665,14.8306,3.92286
255317_at,AT4G04180,38.303,45.5616,30.916,44.2489,25.2991,30.2626,55.5621,31.9135,42.7194,50.728,38.0291,25.1107
255318_at,AT4G04190,73.886,75.7034,60.1989,82.2966,61.2955,98.3645,92.1405,79.0854,64.6113,81.5538,85.3487,77.2054
255319_at,AT4G04220,46.8372,20.2752,18.3647,37.8782,3.77936,11.011,20.8728,6.07893,30.0968,21.0385,5.8793,22.2639
255320_at,,2.96042,0.606688,5.09601,12.7705,11.6942,3.97296,2.16008,7.44572,10.5119,6.34652,3.13664,13.6798
255321_at,AT4G04260,1.10306,13.8912,9.79139,15.1794,5.04808,10.1605,1.84887,4.91492,1.53955,3.0878,12.135,2.60994
255322_at,,0.613627,0.472555,0.324238,1.79096,0.715389,1.12112,0.571351,1.00038,1.89527,1.58497,1.94008,0.441885
255323_at,,9.01151,1.56753,1.15404,1.26544,1.39079,0.76683,2.71087,2.69429,1.37291,6.3748,5.01151,6.34794
255324_s_at,,16.3565,11.5396,13.2013,1.82379,12.9499,0.932113,7.89976,9.64998,11.8878,8.26236,13.2922,5.60359
255325_at,AT4G04210,429.951,416.374,676.762,647.426,530.215,551.039,581.037,545.047,555.0,594.43,580.328,527.514
255326_at,,2.75756,16.8166,5.02458,4.75208,0.926797,0.771743,6.85872,9.50017,0.663797,0.566171,0.542008,0.218904
255327_at,AT4G04320,304.856,282.283,359.618,279.26,280.44,301.3,301.029,347.646,467.298,350.001,323.111,270.852
255328_at,AT4G04350,57.5825,67.8046,36.9843,61.2511,71.1133,47.555,60.1949,64.0231,44.6688,46.598,67.1642,49.365
255329_at,AT4G04370,22.2146,4.31484,12.6664,26.422,12.3438,17.2423,13.1403,15.6759,13.2656,24.2182,9.89986,11.1326
255330_s_at,,9.02473,6.37455,1.14045,2.05606,3.95457,1.68051,3.11617,2.47066,5.54985,9.16644,0.294002,1.35925
255331_at,AT4G04330,4.68573,4.7771,0.487197,13.7239,2.96779,1.241,25.128,9.10391,1.84494,1.69866,7.57228,5.84071
255332_at,AT4G04340,270.261,340.654,193.309,264.893,211.843,229.21,257.967,233.45,270.805,222.262,220.743,189.41
255333_at,,2.91717,1.128,1.41461,4.10646,3.61598,9.15466,0.858616,0.767217,0.825104,0.960393,1.49569,1.58942
255334_at,,6.98016,0.361022,0.395492,0.49757,0.647152,0.420762,0.310022,0.948934,0.364104,0.562829,4.54667,0.692789
255335_at,,1.16847,0.0742786,0.873584,0.408381,0.19028,0.133732,2.8762,0.450785,0.37567,0.333819,1.30671,4.13239
255336_at,,0.35595,0.683091,1.13186,6.09622,1.6015,1.08915,1.12049,11.158,3.98954,1.24873,7.23045,3.22845
255337_at,AT4G04450,27.899,15.9577,29.0495,39.0437,27.2397,20.4776,28.4405,17.7472,3.60959,10.7254,22.2487,24.3006
255338_at,AT4G04470,545.289,661.12,591.021,529.41,703.227,677.479,719.833,638.797,691.703,657.423,540.099,693.143
255339_at,AT4G04480,14.4369,15.7029,6.25296,10.2067,14.7293,1.65452,10.6192,12.2741,6.15325,23.3377,13.7474,1.99554
255340_at,AT4G04490,1.72212,5.84274,4.30246,6.76378,1.02659,0.884184,0.47314,7.78667,0.291896,1.46309,0.577358,5.15054
255341_at,AT4G04500,12.9869,16.5092,17.0634,16.0239,16.6102,0.830799,12.2687,16.5835,12.987,8.70967,21.9162,14.7391
255342_at,AT4G04510,2.65651,9.677,1.48849,13.8441,0.946536,2.03829,1.80357,1.5318,0.929794,1.1912,2.33158,0.929544
255343_at,,0.991936,0.904792,11.7535,0.62327,1.19006,0.75292,4.46389,8.94621,1.08113,1.5004,1.55166,2.62936
255344_s_at,AT4G04540 /// AT4G04570,7.06587,8.54696,2.35362,1.75356,3.66694,0.787503,21.9442,9.00902,2.11176,7.67934,7.11806,16.3127
255345_at,AT4G04460,144.88,165.966,101.007,95.0953,103.55,147.541,157.246,150.634,272.429,202.307,340.043,350.292
255346_at,,13.2309,0.527344,8.41907,5.6607,20.1754,0.833446,0.644534,2.04625,9.47657,8.58242,5.52806,0.863443
255347_at,,0.303332,6.64915,0.121475,0.168619,0.522693,0.169449,3.11635,0.834615,4.47213,0.150724,0.109608,0.203566
255348_at,AT4G03820,86.8615,109.598,160.134,84.1858,120.391,182.772,185.102,133.792,243.553,162.664,206.294,179.827
255349_at,AT4G03830,5.49359,3.55972,9.42378,3.64725,17.3575,14.7844,9.66939,9.74928,3.14969,12.1422,9.90406,4.3308
255350_at,,0.9665,0.632928,5.50422,6.44791,1.99446,2.1169,5.88465,0.481434,5.29212,2.78592,1.22916,9.31529
255351_x_at,,27.6787,3.00581,18.6209,32.4936,1.71052,11.3998,13.3903,2.09347,13.8243,23.6183,13.2161,16.0775
255352_at,,0.52197,1.23804,0.686644,2.14775,0.872224,6.68514,6.6055,8.25749,0.453788,0.418008,0.494721,0.724692
255353_at,,7.20611,31.4641,21.9786,22.1923,15.4329,20.2142,20.3396,29.1519,22.865,26.74,3.25499,27.8047
255354_at,,16.0933,0.303362,1.20305,16.7224,0.621357,0.449872,1.54916,1.36943,1.20189,2.48169,5.78481,1.5918
255355_at,,12.6162,16.9228,5.69348,12.7935,15.9014,3.71105,7.73082,5.98075,11.7656,6.87875,11.8838,9.65233
255356_x_at,,34.606,11.6316,18.2513,40.0037,17.9496,9.75385,22.1508,16.8737,9.0577,39.5406,20.4656,55.206
